Symbol,Name,Sector,Industry,Exchange
CPIX,Cumberland Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,nasdaq
CMLS,Cumulus Media Inc.,Consumer Services,Broadcasting,nasdaq
CRIS,"Curis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
CUTR,"Cutera, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq
CVBF,CVB Financial Corporation,Finance,Major Banks,nasdaq
CVV,CVD Equipment Corporation,Technology,Industrial Machinery/Components,nasdaq
CYAN,Cyanotech Corporation,Consumer Durables,Specialty Chemicals,nasdaq
CYBR,CyberArk Software Ltd.,Technology,Computer Software: Prepackaged Software,nasdaq
CYBE,CyberOptics Corporation,Capital Goods,Electronic Components,nasdaq
CYCC,"Cyclacel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
CYCCP,"Cyclacel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
CYCN,"Cyclerion Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
CBAY,CymaBay Therapeutics Inc.,Health Care,Major Pharmaceuticals,nasdaq
CY,Cypress Semiconductor Corporation,Technology,Semiconductors,nasdaq
CYRN,CYREN Ltd.,Technology,Computer Software: Prepackaged Software,nasdaq
CONE,CyrusOne Inc,Consumer Services,Real Estate Investment Trusts,nasdaq
CYTK,"Cytokinetics, Incorporated",Health Care,Major Pharmaceuticals,nasdaq
CTMX,"CytomX Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
CTSO,Cytosorbents Corporation,Health Care,Medical/Dental Instruments,nasdaq
DJCO,Daily Journal Corp. (S.C.),Consumer Services,Newspapers/Magazines,nasdaq
DAKT,"Daktronics, Inc.",Consumer Durables,Miscellaneous manufacturing industries,nasdaq
DARE,"Dare Bioscience, Inc.",Health Care,Major Pharmaceuticals,nasdaq
DRIO,DarioHealth Corp.,Health Care,Medical/Dental Instruments,nasdaq
DRIOW,DarioHealth Corp.,Health Care,Medical/Dental Instruments,nasdaq
DZSI,"DASAN Zhone Solutions, Inc.",Public Utilities,Telecommunications Equipment,nasdaq
DSKE,"Daseke, Inc.",Consumer Services,Transportation Services,nasdaq
DSKEW,"Daseke, Inc.",Consumer Services,Transportation Services,nasdaq
DAIO,Data I/O Corporation,Capital Goods,Electrical Products,nasdaq
DTSS,Datasea Inc.,Technology,Computer Software: Prepackaged Software,nasdaq
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",Consumer Services,Restaurants,nasdaq
DTEA,DAVIDsTEA Inc.,Consumer Non-Durables,Food Chains,nasdaq
DFNL,Davis Select Financial ETF,,,nasdaq
DINT,Davis Select International ETF,,,nasdaq
DUSA,Davis Select U.S. Equity ETF,,,nasdaq
DWLD,Davis Select Worldwide ETF,,,nasdaq
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Production,nasdaq
DBVT,DBV Technologies S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
DDMX,DD3 Acquisition Corp.,Finance,Business Services,nasdaq
DDMXU,DD3 Acquisition Corp.,Finance,Business Services,nasdaq
DDMXW,DD3 Acquisition Corp.,Finance,Business Services,nasdaq
DCPH,"Deciphera Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",Consumer Services,Restaurants,nasdaq
TACO,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants,nasdaq
TACOW,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants,nasdaq
DMPI,"DelMar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
DNLI,Denali Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
DENN,Denny&#39;s Corporation,Consumer Services,Restaurants,nasdaq
XRAY,DENTSPLY SIRONA Inc.,Health Care,Medical/Dental Instruments,nasdaq
DERM,"Dermira, Inc.",Health Care,Major Pharmaceuticals,nasdaq
DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,nasdaq
DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,nasdaq
DSWL,"Deswell Industries, Inc.",Consumer Non-Durables,Plastic Products,nasdaq
DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments,nasdaq
DFBH,DFB Healthcare Acquisitions Corp.,Finance,Business Services,nasdaq
DFBHU,DFB Healthcare Acquisitions Corp.,Finance,Business Services,nasdaq
DFBHW,DFB Healthcare Acquisitions Corp.,Finance,Business Services,nasdaq
DHXM,DHX Media Ltd.,,,nasdaq
DMAC,DiaMedica Therapeutics Inc.,Health Care,Major Pharmaceuticals,nasdaq
DEAC,Diamond Eagle Acquisition Corp.,Finance,Business Services,nasdaq
DEACU,Diamond Eagle Acquisition Corp.,Finance,Business Services,nasdaq
DEACW,Diamond Eagle Acquisition Corp.,Finance,Business Services,nasdaq
DHIL,"Diamond Hill Investment Group, Inc.",Finance,Investment Managers,nasdaq
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production,nasdaq
DPHC,DiamondPeak Holdings Corp.,Finance,Business Services,nasdaq
DPHCU,DiamondPeak Holdings Corp.,Finance,Business Services,nasdaq
DPHCW,DiamondPeak Holdings Corp.,Finance,Business Services,nasdaq
DRNA,"Dicerna Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
DFFN,Diffusion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,nasdaq
DGII,Digi International Inc.,Technology,Computer Communications Equipment,nasdaq
DMRC,Digimarc Corporation,Technology,EDP Services,nasdaq
DRAD,Digirad Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq
DGLY,"Digital Ally, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq
APPS,"Digital Turbine, Inc.",Miscellaneous,Multi-Sector Companies,nasdaq
DCOM,"Dime Community Bancshares, Inc.",Finance,Savings Institutions,nasdaq
DIOD,Diodes Incorporated,Technology,Semiconductors,nasdaq
DISCA,"Discovery, Inc.",Consumer Services,Television Services,nasdaq
DISCB,"Discovery, Inc.",Consumer Services,Television Services,nasdaq
DISCK,"Discovery, Inc.",Consumer Services,Television Services,nasdaq
DISH,DISH Network Corporation,Consumer Services,Television Services,nasdaq
DISHV,DISH Network Corporation,Consumer Services,Television Services,nasdaq
DVCR,Diversicare Healthcare Services Inc.,Health Care,Hospital/Nursing Management,nasdaq
SAUC,"Diversified Restaurant Holdings, Inc.",Consumer Services,Restaurants,nasdaq
DLHC,DLH Holdings Corp.,Technology,Professional Services,nasdaq
BOOM,DMC Global Inc.,Capital Goods,Industrial Specialties,nasdaq
DNBF,DNB Financial Corp,Finance,Major Banks,nasdaq
DOCU,"DocuSign, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
DOGZ,Dogness (International) Corporation,Consumer Durables,Miscellaneous manufacturing industries,nasdaq
DLTR,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,nasdaq
DLPN,"Dolphin Entertainment, Inc.",Consumer Services,Other Consumer Services,nasdaq
DLPNW,"Dolphin Entertainment, Inc.",Consumer Services,Other Consumer Services,nasdaq
DOMO,"Domo, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
DGICA,"Donegal Group, Inc.",Finance,Property-Casualty Insurers,nasdaq
DGICB,"Donegal Group, Inc.",Finance,Property-Casualty Insurers,nasdaq
DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas Production,nasdaq
DORM,"Dorman Products, Inc.",Capital Goods,Auto Parts:O.E.M.,nasdaq
DOYU,DouYu International Holdings Limited,Technology,"Computer Software: Programming, Data Processing",nasdaq
DOVA,"Dova Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
LYL,Dragon Victory International Limited,Finance,Finance/Investors Services,nasdaq
DBX,"Dropbox, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
DCAR,"DropCar, Inc.",Consumer Services,Telecommunications Equipment,nasdaq
DRYS,DryShips Inc.,Transportation,Marine Transportation,nasdaq
DSPG,"DSP Group, Inc.",Technology,Semiconductors,nasdaq
DLTH,Duluth Holdings Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,nasdaq
DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,Restaurants,nasdaq
DRRX,DURECT Corporation,Health Care,Major Pharmaceuticals,nasdaq
DXPE,"DXP Enterprises, Inc.",Capital Goods,Industrial Machinery/Components,nasdaq
DYAI,"Dyadic International, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
DYSL,Dynasil Corporation of America,Capital Goods,Industrial Machinery/Components,nasdaq
DYNT,Dynatronics Corporation,Health Care,Medical/Dental Instruments,nasdaq
DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals,nasdaq
ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions,nasdaq
SSP,E.W. Scripps Company (The),Consumer Services,Broadcasting,nasdaq
EBMT,"Eagle Bancorp Montana, Inc.",Finance,Major Banks,nasdaq
EGBN,"Eagle Bancorp, Inc.",Finance,Major Banks,nasdaq
EGLE,Eagle Bulk Shipping Inc.,Transportation,Marine Transportation,nasdaq
EFBI,"Eagle Financial Bancorp, Inc.",Finance,Savings Institutions,nasdaq
EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
EWBC,"East West Bancorp, Inc.",Finance,Major Banks,nasdaq
EML,Eastern Company (The),Capital Goods,Industrial Machinery/Components,nasdaq
EAST,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),nasdaq
EVGBC,Eaton Vance NextShares Trust,,,nasdaq
EVSTC,Eaton Vance NextShares Trust,,,nasdaq
EVLMC,Eaton Vance NextShares Trust II,,,nasdaq
OKDCC,Eaton Vance NextShares Trust II,,,nasdaq
EBAY,eBay Inc.,Miscellaneous,Business Services,nasdaq
EBAYL,eBay Inc.,Miscellaneous,Business Services,nasdaq
EBIX,"Ebix, Inc.",Technology,EDP Services,nasdaq
ECHO,"Echo Global Logistics, Inc.",Transportation,Oil Refining/Marketing,nasdaq
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq
SATSV,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq
EEI,"Ecology and Environment, Inc.",Consumer Services,Military/Government/Technical,nasdaq
EDAP,EDAP TMS S.A.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq
EDSA,"Edesa Biotech, Inc.",Health Care,Major Pharmaceuticals,nasdaq
EDNT,"Edison Nation, Inc.",Consumer Non-Durables,Recreational Products/Toys,nasdaq
EDIT,"Editas Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
EDTX,EdtechX Holdings Acquisition Corp.,Finance,Business Services,nasdaq
EDTXU,EdtechX Holdings Acquisition Corp.,Finance,Business Services,nasdaq
EDTXW,EdtechX Holdings Acquisition Corp.,Finance,Business Services,nasdaq
EDUC,Educational Development Corporation,Consumer Durables,Consumer Specialties,nasdaq
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software,nasdaq
EHTH,"eHealth, Inc.",Finance,Specialty Insurers,nasdaq
EIDX,"Eidos Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
EKSO,"Ekso Bionics Holdings, Inc.",Capital Goods,Industrial Machinery/Components,nasdaq
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,Restaurants,nasdaq
ESLT,Elbit Systems Ltd.,Capital Goods,Military/Government/Technical,nasdaq
ERI,"Eldorado Resorts, Inc.",Consumer Services,Hotels/Resorts,nasdaq
SOLO,Electrameccanica Vehicles Corp. Ltd.,Capital Goods,Auto Manufacturing,nasdaq
SOLOW,Electrameccanica Vehicles Corp. Ltd.,Capital Goods,Auto Manufacturing,nasdaq
ECOR,"electroCore, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,nasdaq
ELSE,"Electro-Sensors, Inc.",Capital Goods,Industrial Machinery/Components,nasdaq
ESBK,Elmira Savings Bank NY (The),Finance,Major Banks,nasdaq
ELOX,"Eloxx Pharmaceuticals, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,nasdaq
ELTK,Eltek Ltd.,Technology,Electrical Products,nasdaq
EMCI,EMC Insurance Group Inc.,Finance,Property-Casualty Insurers,nasdaq
EMCF,Emclaire Financial Corp,Finance,Major Banks,nasdaq
EMKR,EMCORE Corporation,Technology,Semiconductors,nasdaq
EMMA,"Emmaus Life Sciences, Inc.",Health Care,Hospital/Nursing Management,nasdaq
EMMAW,"Emmaus Life Sciences, Inc.",Health Care,Hospital/Nursing Management,nasdaq
EMMS,Emmis Communications Corporation,Consumer Services,Broadcasting,nasdaq
NYNY,"Empire Resorts, Inc.",Consumer Services,Restaurants,nasdaq
ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
ECPG,Encore Capital Group Inc,Finance,Finance Companies,nasdaq
WIRE,Encore Wire Corporation,Capital Goods,Metal Fabrications,nasdaq
ENDP,Endo International plc,Health Care,Major Pharmaceuticals,nasdaq
ELGX,"Endologix, Inc.",Health Care,Medical/Dental Instruments,nasdaq
NDRA,ENDRA Life Sciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq
NDRAW,ENDRA Life Sciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq
EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
WATT,Energous Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq
EFOI,"Energy Focus, Inc.",Consumer Durables,Building Products,nasdaq
ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components,nasdaq
ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical,nasdaq
ENLV,Enlivex Therapeutics Ltd.,Health Care,Major Pharmaceuticals,nasdaq
ENOB,"Enochian Biosciences, Inc.",Health Care,Major Pharmaceuticals,nasdaq
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors,nasdaq
ESGR,Enstar Group Limited,Finance,Property-Casualty Insurers,nasdaq
ESGRO,Enstar Group Limited,Finance,Property-Casualty Insurers,nasdaq
ESGRP,Enstar Group Limited,Finance,Property-Casualty Insurers,nasdaq
ETTX,Entasis Therapeutics Holdings Inc.,Health Care,Major Pharmaceuticals,nasdaq
ENFC,Entegra Financial Corp.,Finance,Banks,nasdaq
ENTG,"Entegris, Inc.",Consumer Non-Durables,Plastic Products,nasdaq
ENTX,Entera Bio Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
ENTXW,Entera Bio Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
EBTC,Enterprise Bancorp Inc,Finance,Major Banks,nasdaq
EFSC,Enterprise Financial Services Corporation,Finance,Major Banks,nasdaq
EVSI,"Envision Solar International, Inc.",Technology,Semiconductors,nasdaq
EVSIW,"Envision Solar International, Inc.",Technology,Semiconductors,nasdaq
EPZM,"Epizyme, Inc.",Health Care,Major Pharmaceuticals,nasdaq
PLUS,ePlus inc.,Technology,Retail: Computer Software & Peripheral Equipment,nasdaq
EPSN,Epsilon Energy Ltd.,Energy,Oil & Gas Production,nasdaq
EQ,"Equillium, Inc.",Health Care,Major Pharmaceuticals,nasdaq
EQIX,"Equinix, Inc.",Consumer Services,Real Estate Investment Trusts,nasdaq
EQBK,"Equity Bancshares, Inc.",Finance,Major Banks,nasdaq
ERIC,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq
ERIE,Erie Indemnity Company,Finance,Specialty Insurers,nasdaq
ERYP,Erytech Pharma S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
ESCA,"Escalade, Incorporated",Consumer Non-Durables,Recreational Products/Toys,nasdaq
ESPR,"Esperion Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
ESQ,"Esquire Financial Holdings, Inc.",Finance,Commercial Banks,nasdaq
ESSA,"ESSA Bancorp, Inc.",Finance,Banks,nasdaq
EPIX,ESSA Pharma Inc.,Health Care,Major Pharmaceuticals,nasdaq
ESTA,Establishment Labs Holdings Inc.,Health Care,Industrial Specialties,nasdaq
ESTR,"Estre Ambiental, Inc.",Public Utilities,Environmental Services,nasdaq
ESTRW,"Estre Ambiental, Inc.",Public Utilities,Environmental Services,nasdaq
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,,,nasdaq
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,,,nasdaq
VIDI,ETF Series Solutions Trust Vident International Equity Fund,,,nasdaq
ETON,"Eton Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
ETSY,"Etsy, Inc.",Miscellaneous,Business Services,nasdaq
CLWT,Euro Tech Holdings Company Limited,Consumer Durables,Diversified Electronic Products,nasdaq
EDRY,EuroDry Ltd.,Consumer Services,Marine Transportation,nasdaq
EEFT,"Euronet Worldwide, Inc.",Finance,Investment Bankers/Brokers/Service,nasdaq
ESEA,Euroseas Ltd.,Transportation,Marine Transportation,nasdaq
EVLO,"Evelo Biosciences, Inc.",Health Care,Major Pharmaceuticals,nasdaq
EVBG,"Everbridge, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
EVK,"Ever-Glory International Group, Inc.",Consumer Non-Durables,Apparel,nasdaq
EVER,"EverQuote, Inc.",Technology,"Computer Software: Programming, Data Processing",nasdaq
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors,nasdaq
EVOP,"EVO Payments, Inc.",Miscellaneous,Business Services,nasdaq
EVFM,"Evofem Biosciences, Inc.",Health Care,Major Pharmaceuticals,nasdaq
EVGN,Evogene Ltd.,Basic Industries,Agricultural Chemicals,nasdaq
EVOK,"Evoke Pharma, Inc.",Health Care,Major Pharmaceuticals,nasdaq
EOLS,"Evolus, Inc.",Health Care,Major Pharmaceuticals,nasdaq
EVOL,"Evolving Systems, Inc.",Technology,EDP Services,nasdaq
EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,nasdaq
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,,,nasdaq
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,,,nasdaq
XELA,"Exela Technologies, Inc.",Miscellaneous,Business Services,nasdaq
EXEL,"Exelixis, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,nasdaq
EXFO,EXFO Inc,Capital Goods,Electrical Products,nasdaq
XCUR,"Exicure, Inc.",Health Care,Major Pharmaceuticals,nasdaq
EXLS,"ExlService Holdings, Inc.",Miscellaneous,Business Services,nasdaq
EXPI,"eXp World Holdings, Inc.",Finance,Real Estate,nasdaq
EXPE,"Expedia Group, Inc.",Consumer Services,Transportation Services,nasdaq
EXPD,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,nasdaq
EXPO,"Exponent, Inc.",Consumer Services,Professional Services,nasdaq
STAY,"Extended Stay America, Inc.",Consumer Services,Hotels/Resorts,nasdaq
XOG,"Extraction Oil & Gas, Inc.",Energy,Oil & Gas Production,nasdaq
EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment,nasdaq
EYEG,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
EYEGW,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
EYEN,"Eyenovia, Inc.",Health Care,Major Pharmaceuticals,nasdaq
EYPT,"EyePoint Pharmaceuticals, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,nasdaq
EZPW,"EZCORP, Inc.",Consumer Services,Other Specialty Stores,nasdaq
FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment,nasdaq
FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",nasdaq
FLMN,Falcon Minerals Corporation,Energy,Oil & Gas Production,nasdaq
FLMNW,Falcon Minerals Corporation,Energy,Oil & Gas Production,nasdaq
DAVE,"Famous Dave&#39;s of America, Inc.",Consumer Services,Restaurants,nasdaq
FANH,Fanhua Inc.,Finance,Specialty Insurers,nasdaq
FARM,Farmer Brothers Company,Consumer Non-Durables,Packaged Foods,nasdaq
FMAO,"Farmers & Merchants Bancorp, Inc.",Finance,Savings Institutions,nasdaq
FMNB,Farmers National Banc Corp.,Finance,Major Banks,nasdaq
FAMI,"FARMMI, INC.",Consumer Non-Durables,Packaged Foods,nasdaq
FARO,"FARO Technologies, Inc.",Capital Goods,Industrial Machinery/Components,nasdaq
FAST,Fastenal Company,Consumer Services,RETAIL: Building Materials,nasdaq
FAT,FAT Brands Inc.,Consumer Services,Restaurants,nasdaq
FATE,"Fate Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
FBSS,"Fauquier Bankshares, Inc.",Finance,Major Banks,nasdaq
FNHC,FedNat Holding Company,Finance,Property-Casualty Insurers,nasdaq
FLLCU,Fellazo Inc.,Finance,Business Services,nasdaq
FENC,Fennec Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
GSM,Ferroglobe PLC,Capital Goods,Metal Fabrications,nasdaq
FFBW,"FFBW, Inc.",Finance,Savings Institutions,nasdaq
FCSC,Fibrocell Science Inc.,Health Care,Major Pharmaceuticals,nasdaq
FGEN,"FibroGen, Inc",Health Care,Major Pharmaceuticals,nasdaq
FDBC,"Fidelity D & D Bancorp, Inc.",Finance,Major Banks,nasdaq
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,,,nasdaq
FDUS,Fidus Investment Corporation,,,nasdaq
FDUSL,Fidus Investment Corporation,,,nasdaq
FDUSZ,Fidus Investment Corporation,,,nasdaq
FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services,Restaurants,nasdaq
FITB,Fifth Third Bancorp,Finance,Major Banks,nasdaq
FITBI,Fifth Third Bancorp,Finance,Major Banks,nasdaq
FISI,"Financial Institutions, Inc.",Finance,Major Banks,nasdaq
FNSR,Finisar Corporation,Technology,Semiconductors,nasdaq
FNJN,"Finjan Holdings, Inc.",Miscellaneous,Multi-Sector Companies,nasdaq
FTAC,FinTech Acquisition Corp. III,Finance,Business Services,nasdaq
FTACU,FinTech Acquisition Corp. III,Finance,Business Services,nasdaq
FTACW,FinTech Acquisition Corp. III,Finance,Business Services,nasdaq
FEYE,"FireEye, Inc.",Technology,Computer peripheral equipment,nasdaq
FBNC,First Bancorp,Finance,Major Banks,nasdaq
FNLC,"First Bancorp, Inc (ME)",Finance,Major Banks,nasdaq
FRBA,First Bank,,,nasdaq
BUSE,First Busey Corporation,Finance,Major Banks,nasdaq
FBIZ,"First Business Financial Services, Inc.",Finance,Major Banks,nasdaq
FCAP,"First Capital, Inc.",Finance,Savings Institutions,nasdaq
FCBP,First Choice Bancorp,Finance,Major Banks,nasdaq
FCNCA,"First Citizens BancShares, Inc.",Finance,Major Banks,nasdaq
FCBC,"First Community Bankshares, Inc.",Finance,Major Banks,nasdaq
FCCO,First Community Corporation,Finance,Major Banks,nasdaq
FDEF,First Defiance Financial Corp.,Finance,Savings Institutions,nasdaq
FFBC,First Financial Bancorp.,Finance,Major Banks,nasdaq
FFIN,"First Financial Bankshares, Inc.",Finance,Major Banks,nasdaq
THFF,First Financial Corporation Indiana,Finance,Major Banks,nasdaq
FFNW,"First Financial Northwest, Inc.",Finance,Major Banks,nasdaq
FFWM,First Foundation Inc.,Finance,Major Banks,nasdaq
FGBI,"First Guaranty Bancshares, Inc.",Finance,Savings Institutions,nasdaq
FHB,"First Hawaiian, Inc.",Finance,Major Banks,nasdaq
INBK,First Internet Bancorp,Finance,Major Banks,nasdaq
INBKL,First Internet Bancorp,Finance,Major Banks,nasdaq
INBKZ,First Internet Bancorp,Finance,Major Banks,nasdaq
FIBK,"First Interstate BancSystem, Inc.",Finance,Major Banks,nasdaq
FRME,First Merchants Corporation,Finance,Major Banks,nasdaq
FMBH,"First Mid Bancshares, Inc.",Finance,Major Banks,nasdaq
FMBI,"First Midwest Bancorp, Inc.",Finance,Major Banks,nasdaq
FXNC,First National Corporation,Finance,Major Banks,nasdaq
FNWB,First Northwest Bancorp,Finance,Banks,nasdaq
FSFG,"First Savings Financial Group, Inc.",Finance,Savings Institutions,nasdaq
FSEA,First Seacoast Bancorp,Finance,Savings Institutions,nasdaq
FSLR,"First Solar, Inc.",Technology,Semiconductors,nasdaq
FAAR,First Trust Alternative Absolute Return Strategy ETF,,,nasdaq
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,,,nasdaq
BICK,First Trust BICK Index Fund,,,nasdaq
FBZ,First Trust Brazil AlphaDEX Fund,,,nasdaq
FTHI,First Trust BuyWrite Income ETF,,,nasdaq
FCAL,First Trust California Municipal High income ETF,,,nasdaq
FCAN,First Trust Canada AlphaDEX Fund,,,nasdaq
FTCS,First Trust Capital Strength ETF,,,nasdaq
FCEF,First Trust CEF Income Opportunity ETF,,,nasdaq
FCA,First Trust China AlphaDEX Fund,,,nasdaq
SKYY,First Trust Cloud Computing ETF,,,nasdaq
RNDM,First Trust Developed International Equity Select ETF,,,nasdaq
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,,,nasdaq
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,,,nasdaq
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,,,nasdaq
FV,First Trust Dorsey Wright Focus 5 ETF,,,nasdaq
IFV,First Trust Dorsey Wright International Focus 5 ETF,,,nasdaq
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,,,nasdaq
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,,,nasdaq
DVLU,First Trust Dorsey Wright Momentum & Value ETF,,,nasdaq
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,,,nasdaq
DALI,First Trust DorseyWright DALI 1 ETF,,,nasdaq
FDNI,First Trust Dow Jones International Internet ETF,,,nasdaq
FEM,First Trust Emerging Markets AlphaDEX Fund,,,nasdaq
RNEM,First Trust Emerging Markets Equity Select ETF,,,nasdaq
FEMB,First Trust Emerging Markets Local Currency Bond ETF,,,nasdaq
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,,,nasdaq
FTSM,First Trust Enhanced Short Maturity ETF,,,nasdaq
FEP,First Trust Europe AlphaDEX Fund,,,nasdaq
FEUZ,First Trust Eurozone AlphaDEX ETF,,,nasdaq
FGM,First Trust Germany AlphaDEX Fund,,,nasdaq
FTGC,First Trust Global Tactical Commodity Strategy Fund,,,nasdaq
FTLB,First Trust Hedged BuyWrite Income ETF,,,nasdaq
HYLS,First Trust High Yield Long/Short ETF,,,nasdaq
FHK,First Trust Hong Kong AlphaDEX Fund,,,nasdaq
NFTY,First Trust India Nifty 50 Equal Weight ETF,,,nasdaq
FTAG,First Trust Indxx Global Agriculture ETF,,,nasdaq
FTRI,First Trust Indxx Global Natural Resources Income ETF,,,nasdaq
LEGR,First Trust Indxx Innovative Transaction & Process ETF,,,nasdaq
NXTG,First Trust Indxx NextG ETF,,,nasdaq
FPXI,First Trust International Equity Opportunities ETF,,,nasdaq
FPXE,First Trust IPOX Europe Equity Opportunities ETF,,,nasdaq
FJP,First Trust Japan AlphaDEX Fund,,,nasdaq
FEX,First Trust Large Cap Core AlphaDEX Fund,,,nasdaq
